ax,ay,az
-7670,208,-1528
-7694,160,-1526
-7682,202,-1474
-7640,176,-1396
-7640,134,-1458
-7716,196,-1438
-7698,190,-1536
-7632,180,-1498
-7700,214,-1324
-7678,260,-1254
-7700,84,-1366
-7664,194,-1520
-7702,188,-1584
-7608,154,-1518
-7656,174,-1402
-7602,192,-1406
-7688,180,-1434
-7720,180,-1502
-7684,138,-1510
-7680,182,-1448
-7648,204,-1368
-7658,176,-1430
-7738,186,-1424
-7702,134,-1432
-7736,172,-1414
-7628,216,-1456
-7698,148,-1464
-7640,230,-1488
-7690,196,-1522
-7650,170,-1498
-7682,236,-1482
-7660,172,-1452
-7606,206,-1514
-7698,184,-1476
-7680,182,-1358
-7644,138,-1380
-7640,196,-1510
-7718,226,-1558
-7622,164,-1514
-7660,222,-1480
-7634,186,-1398
-7666,190,-1342
-7666,172,-1550
-7726,168,-1632
-7672,188,-1578
-7684,146,-1464
-7562,232,-1370
-7634,160,-1390
-7696,190,-1438
-7658,218,-1564
-7662,196,-1438
-7720,128,-1428
-7650,120,-1412
-7682,216,-1508
-7676,182,-1516
-7726,238,-1492
-7700,170,-1486
-7670,144,-1410
-7736,196,-1410
-7656,176,-1322
-7634,162,-1262
-7606,218,-1240
-7654,228,-1512
-7696,220,-1682
-7708,178,-1564
-7664,156,-1576
-7680,134,-1520
-7696,196,-1448
-7680,208,-1448
-7632,182,-1504
-7670,120,-1544
-7694,210,-1522
-7680,224,-1452
-7618,230,-1442
-7680,160,-1476
-7620,218,-1348
-7642,192,-1302
-7682,232,-1396
-7708,210,-1342
-7702,230,-1390
-7638,192,-1346
-7660,182,-1298
-7692,212,-1396
-7704,214,-1384
-7652,184,-1278
-7676,236,-1342
-7696,146,-1352
-7698,264,-1428
-7694,176,-1482
-7678,184,-1420
-7648,150,-1402
-7702,200,-1406
-7618,220,-1402
-7698,210,-1490
-7694,198,-1442
-7662,192,-1390
-7708,236,-1436
-7590,220,-1448
-7692,182,-1472
-7660,210,-1446
-7684,152,-1496
-7670,182,-1466
-7634,240,-1390
-7664,214,-1494
-7666,168,-1550
-7714,178,-1484
-7698,236,-1428
-7658,152,-1280
-7638,152,-1244
-7636,166,-1280
-7670,232,-1390
-7656,222,-1380
-7656,232,-1198
-7602,190,-1168
-7684,224,-1330
-7662,186,-1400
-7682,262,-1430
-7680,246,-1360
-7686,214,-1322
-7662,214,-1260
-7706,224,-1302
-7684,236,-1298
-7688,178,-1240
-7660,174,-1232
-7714,182,-1442
-7692,172,-1438
-7690,170,-1346
-7674,208,-1200
-7656,188,-1268
-7692,202,-1472
-7700,198,-1390
-7682,202,-1326
-7646,220,-1244
-7682,246,-1224
-7622,242,-1214
-7658,232,-1360
-7688,194,-1384
-7616,196,-1298
-7638,230,-1260
-7634,196,-1370
-7682,196,-1472
-7642,150,-1474
-7628,218,-1392
-7678,192,-1346
-7646,198,-1318
-7724,230,-1376
-7690,218,-1302
-7634,216,-1302
-7636,210,-1278
-7702,212,-1426
-7708,142,-1370
-7646,208,-1380
-7700,210,-1378
-7738,198,-1414
-7668,230,-1396
-7688,184,-1468
-7650,228,-1534
-7658,232,-1432
-7642,176,-1322
-7606,168,-1308
-7674,192,-1308
-7632,212,-1438
-7760,234,-1552
-7676,206,-1582
-7670,160,-1468
-7668,206,-1340
-7646,200,-1472
-7688,196,-1572
-7658,196,-1504
-7732,186,-1524
-7626,206,-1418
-7618,188,-1430
-7682,180,-1432
-7722,228,-1472
-7694,194,-1442
-7632,210,-1290
-7710,208,-1406
-7698,230,-1484
-7700,204,-1484
-7654,202,-1368
-7566,218,-1256
-7626,228,-1302
-7664,186,-1300
-7680,188,-1482
-7734,244,-1428
-7678,254,-1526
-7730,202,-1438
-7646,202,-1320
-7650,210,-1262
-7608,178,-1358
-7688,244,-1442
-7718,174,-1420
-7730,290,-1408
-7630,222,-1312
-7646,162,-1230
-7696,178,-1268
-7658,226,-1372
-7688,152,-1400
-7662,270,-1366
-7630,220,-1308
-7738,226,-1376
-7662,162,-1444
-7652,168,-1384
-7708,184,-1408
-7646,208,-1394
-7674,210,-1394
-7652,254,-1324
-7638,226,-1372
-7652,198,-1422
-7706,258,-1496
-7624,178,-1386
-7664,242,-1288
-7660,222,-1318
-7670,238,-1364
-7686,240,-1358
-7646,204,-1504
-7666,218,-1280
-7652,154,-1294
-7612,184,-1318
-7754,226,-1322
-7696,244,-1360
-7658,222,-1382
-7630,180,-1298
-7628,242,-1328
-7624,186,-1350
-7604,244,-1288
-7694,218,-1268
-7696,204,-1444
-7698,156,-1514
-7620,190,-1452
-7678,186,-1296
-7684,230,-1256
-7702,254,-1458
-7682,198,-1480
-7678,182,-1424
-7672,170,-1316
-7612,182,-1188
-7624,176,-1166
-7638,154,-1334
-7678,228,-1438
-7722,258,-1506
-7648,224,-1342
-7654,226,-1288
-7668,212,-1198
-7650,222,-1236
-7724,206,-1454
-7676,228,-1392
-7686,222,-1366
-7686,218,-1278
-7650,226,-1296
-7682,180,-1322
-7678,232,-1322
-7676,220,-1434
-7726,178,-1366
-7634,222,-1322
-7668,204,-1350
-7692,226,-1314
-7656,244,-1390
-7656,190,-1404
-7696,182,-1378
-7636,192,-1238
-7634,214,-1254
-7632,178,-1352
-7634,208,-1362
-7696,160,-1456
-7678,176,-1306
-7628,232,-1362
-7636,236,-1316
-7722,216,-1282
-7658,206,-1338
-7698,252,-1382
-7592,218,-1270
-7714,242,-1392
-7640,208,-1340
-7672,248,-1366
-7668,208,-1376
-7696,200,-1334
-7594,214,-1356
-7668,176,-1290
-7694,218,-1248
-7668,222,-1272
-7664,216,-1278
-7654,258,-1334
-7648,200,-1428
-7676,240,-1414
-7674,184,-1406
-7714,216,-1400
-7680,194,-1352
-7586,182,-1234
-7662,218,-1324
-7708,222,-1414
-7686,260,-1326
-7634,246,-1404
-7642,234,-1314
-7650,194,-1366
-7702,236,-1422
-7680,168,-1330
-7722,240,-1332
-7668,182,-1298
-7676,206,-1334
-7648,210,-1304
-7668,246,-1430
-7676,230,-1334
-7648,224,-1330
-7634,194,-1252
-7694,208,-1254
-7688,154,-1336
-7696,294,-1354
-7670,262,-1442
-7670,220,-1224
-7708,242,-1304
-7692,226,-1332
-7714,192,-1346
-7700,230,-1392
-7660,172,-1296
-7686,244,-1392
-7632,174,-1328
-7638,194,-1254
-7694,206,-1296
-7658,258,-1276
-7718,184,-1314
-7702,198,-1332
-7650,214,-1352
-7670,194,-1314
-7656,204,-1278
-7606,180,-1316
-7640,190,-1296
-7628,272,-1280
-7672,222,-1318
-7682,226,-1290
-7640,242,-1238
-7688,208,-1380
-7628,160,-1324
-7654,212,-1292
-7668,226,-1298
-7650,238,-1384
-7646,182,-1330
-7658,182,-1318
-7692,198,-1234
-7670,214,-1288
-7650,246,-1266
-7670,262,-1388
-7664,182,-1304
-7710,230,-1348
-7592,276,-1284
-7584,222,-1310
-7652,198,-1332
-7708,188,-1400
-7720,220,-1334
-7666,232,-1318
-7738,228,-1254
-7702,216,-1282
-7708,180,-1282
-7630,232,-1444
-7666,204,-1260
-7654,220,-1360
-7646,254,-1246
-7664,196,-1312
-7668,210,-1350
-7648,202,-1304
-7670,230,-1312
-7652,236,-1302
-7664,234,-1318
-7662,238,-1376
-7674,200,-1318
-7688,280,-1440
-7684,200,-1318
-7628,218,-1336
-7658,204,-1224
-7692,192,-1260
-7736,224,-1410
-7694,218,-1394
-7678,212,-1360
-7678,200,-1308
-7664,218,-1272
-7658,216,-1354
-7686,194,-1346
-7646,232,-1446
-7708,276,-1356
-7628,188,-1360
-7622,162,-1244
-7674,196,-1192
-7698,202,-1376
-7748,256,-1404
-7664,234,-1386
-7638,192,-1348
-7638,194,-1276
-7618,190,-1338
-7668,200,-1370
-7698,164,-1388
-7658,192,-1382
-7632,182,-1352
-7644,196,-1282
-7788,312,-1300
-7678,266,-1348
-7674,190,-1388
-7638,188,-1370
-7734,210,-1378
-7694,196,-1412
-7592,254,-1312
-7686,238,-1404
-7698,246,-1468
-7632,216,-1386
-7638,236,-1434
-7658,184,-1322
-7598,176,-1410
-7646,246,-1380
-7686,272,-1438
-7646,200,-1452
-7684,188,-1362
-7678,200,-1370
-7698,194,-1360
-7668,224,-1278
-7708,212,-1400
-7682,232,-1344
-7672,152,-1486
-7658,242,-1388
-7606,250,-1312
-7676,202,-1312
-7734,198,-1380
-7684,230,-1534
-7650,220,-1308
-7686,268,-1284
-7650,166,-1348
-7652,202,-1328
-7674,236,-1338
-7668,242,-1268
-7644,230,-1308
-7682,228,-1368
-7658,232,-1356
-7674,230,-1368
-7664,170,-1378
-7666,188,-1372
-7644,210,-1340
-7718,228,-1294
-7586,216,-1442
-7622,232,-1400
-7678,242,-1304
-7684,200,-1272
-7642,184,-1256
-7668,230,-1370
-7670,168,-1428
-7692,176,-1370
-7652,204,-1308
-7664,206,-1286
-7682,252,-1308
-7672,198,-1262
-7630,252,-1318
-7714,200,-1436
-7742,164,-1464
-7620,216,-1320
-7598,194,-1328
-7694,250,-1394
-7678,248,-1356
-7650,218,-1380
-7676,242,-1410
-7614,218,-1380
-7652,200,-1364
-7676,202,-1328
-7680,180,-1434
-7700,188,-1402
-7718,256,-1422
-7650,180,-1234
-7618,206,-1320
-7694,190,-1404
-7654,204,-1462
-7730,214,-1404
-7694,238,-1300
-7634,210,-1214
-7594,234,-1270
-7654,246,-1400
-7688,192,-1358
-7696,210,-1442
-7692,250,-1360
-7646,206,-1354
-7634,224,-1312
-7628,264,-1394
-7606,216,-1350
-7712,174,-1484
-7646,214,-1394
-7636,178,-1268
-7686,244,-1348
-7674,222,-1506
-7702,246,-1428
-7656,210,-1446
-7680,218,-1348
-7650,208,-1306
-7652,220,-1312
-7684,212,-1426
-7682,230,-1424
-7686,180,-1348
-7642,202,-1332
-7602,170,-1230
-7676,174,-1428
-7732,216,-1500
-7700,218,-1468
-7624,296,-1366
-7650,218,-1328
-7686,188,-1288
-7656,176,-1308
-7652,222,-1360
-7660,202,-1468
-7714,202,-1486
-7686,186,-1472
-7720,198,-1404
-7594,206,-1256
-7672,214,-1348
-7652,212,-1370
-7670,200,-1530
-7694,244,-1384
-7656,208,-1302
-7642,160,-1306
-7676,208,-1442
-7726,254,-1522
-7712,228,-1432
-7626,266,-1334
-7700,244,-1326
-7666,212,-1282
-7698,174,-1360
-7738,244,-1424
-7688,252,-1452
-7736,242,-1380
-7634,226,-1296
-7682,212,-1330
-7638,214,-1446
-7728,222,-1386
-7684,292,-1422
-7680,262,-1410
-7640,216,-1424
-7646,190,-1440
-7690,216,-1442
-7646,210,-1534
-7706,244,-1400
-7646,224,-1364
-7694,224,-1288
-7650,236,-1494
-7722,190,-1448
-7634,254,-1394
-7668,154,-1414
-7652,248,-1448
-7636,270,-1480
-7668,256,-1408
-7684,206,-1366
-7682,260,-1394
-7766,182,-1418
-7622,230,-1568
-7754,224,-1454
-7682,194,-1454
-7488,232,-1458
-7744,250,-1342
-7726,190,-1252
-7774,314,-1458
-7776,112,-1532
-7846,240,-1332
-7834,252,-1402
-7984,140,-922
-8338,518,-388
-8470,536,222
-9168,-26,332
-10578,262,406
-8952,382,682
-9580,516,1204
-10234,-696,2214
-10946,-1184,2458
-11024,-1390,3536
-8956,-750,-166
-7816,-1030,986
-6528,-1580,812
-6438,-2278,1834
-6108,-2866,1676
-5626,-3358,1408
-5016,-3408,1670
-4794,-3744,2080
-4242,-4034,1918
-3472,-4926,1314
-3610,-5180,1394
-3494,-5340,2136
-2912,-5586,1972
-2526,-5488,1784
-2016,-5576,1272
-1488,-5888,726
-1166,-6204,-296
-452,-6186,-1100
-470,-6180,-1334
-382,-6312,-1698
128,-6526,-2130
838,-6760,-3386
590,-7312,-3850
332,-8102,-3108
538,-8266,-1898
678,-8198,-1560
1094,-8022,-1832
1130,-7622,-1946
1356,-7856,-2208
968,-8332,-2316
588,-7926,-2962
1344,-7966,-3154
918,-8078,-3514
764,-8708,-5258
1292,-8348,-3768
1110,-8266,-2952
1108,-7968,-2164
1040,-7852,-2606
1286,-7932,-2532
686,-8116,-2482
942,-7966,-2948
1250,-8186,-3218
1046,-8122,-2744
478,-8220,-2012
614,-8004,-2556
1120,-8262,-2980
912,-8122,-2974
828,-7930,-2720
698,-8014,-2290
730,-8072,-2280
806,-8078,-2720
1034,-7950,-3190
842,-8030,-3012
692,-8088,-2258
692,-8030,-2354
804,-7978,-2974
918,-8104,-3124
762,-8094,-2932
686,-8184,-2678
732,-7940,-2410
772,-7898,-2464
856,-7984,-2952
792,-8182,-2712
852,-8034,-2584
762,-8006,-2770
622,-8086,-2800
688,-8010,-2658
954,-7962,-2614
908,-8128,-2802
838,-8132,-2630
862,-8152,-2708
864,-7968,-2818
754,-7988,-2584
868,-8000,-2504
728,-7932,-2822
800,-7996,-2952
590,-8090,-2936
688,-8124,-2716
844,-7976,-2346
736,-8108,-2536
658,-8030,-2490
730,-8026,-2606
676,-8120,-2788
774,-8068,-2686
866,-8094,-2518
830,-8092,-2768
716,-8118,-2798
808,-8022,-2726
894,-8056,-2760
764,-8070,-2922
800,-7970,-2748
840,-8142,-2704
574,-8050,-2610
724,-7990,-2608
774,-7986,-2794
746,-8056,-2698
682,-8016,-2472
768,-8064,-2556
816,-8114,-2890
802,-8030,-2994
916,-8008,-2532
708,-8048,-2474
696,-8070,-2792
776,-8050,-2960
826,-8006,-2658
654,-8114,-2630
694,-8034,-2660
674,-8054,-2738
660,-8032,-2798
864,-7998,-2536
752,-8024,-2370
724,-8084,-2648
762,-8098,-2788
808,-7990,-2830
806,-8014,-2958
736,-8050,-3030
674,-8052,-2486
830,-7930,-2462
904,-8034,-2734
830,-8120,-2902
706,-8126,-2896
724,-8058,-2796
838,-8054,-2650
920,-7912,-2444
724,-8086,-2684
832,-8058,-2666
772,-8136,-2600
736,-8078,-2770
844,-7964,-2720
724,-8090,-2598
712,-8020,-2524
752,-8086,-2850
860,-8052,-2844
768,-8028,-2656
858,-8030,-2582
720,-8090,-2614
722,-8110,-2750
756,-8110,-2798
794,-8008,-2744
808,-7960,-2610
754,-8038,-2774
630,-8104,-2788
764,-8150,-2594
644,-7972,-2738
740,-8142,-2728
676,-8122,-2640
608,-8042,-2410
800,-8014,-2534
794,-8068,-2900
868,-8084,-2694
756,-8094,-2570
610,-8068,-2846
682,-8046,-2750
764,-8050,-2790
724,-8032,-2736
652,-8168,-2736
502,-8018,-2540
598,-8012,-2578
530,-8018,-2454
626,-8038,-2566
716,-8078,-2678
688,-8170,-2720
714,-8080,-2902
736,-8010,-2790
728,-8008,-2624
720,-7940,-2646
722,-8022,-2752
652,-8080,-2512
656,-7988,-2526
776,-8030,-2942
854,-8032,-2928
726,-8084,-2706
746,-8144,-2522
716,-8150,-2642
708,-7998,-2690
626,-7984,-2766
568,-8100,-2744
774,-8110,-2590
710,-8022,-2742
748,-8102,-2800
666,-8088,-2802
676,-8090,-2518
756,-8080,-2634
714,-8104,-2722
758,-8016,-2540
690,-7994,-2528
720,-8064,-2664
684,-8006,-2784
732,-8096,-2604
598,-8016,-2762
670,-8052,-2656
678,-8132,-2702
676,-8014,-2578
698,-8026,-2602
762,-7954,-2678
714,-8036,-2636
658,-8094,-2642
752,-8074,-2656
710,-8040,-2866
730,-7964,-2840
650,-8044,-2594
584,-7988,-2444
706,-8072,-2614
664,-8060,-2722
806,-8048,-2630
624,-8102,-2876
796,-8062,-2784
622,-8010,-2492
596,-7936,-2272
588,-8078,-2662
762,-8054,-2722
732,-8052,-2754
684,-8114,-2644
750,-8068,-2682
756,-8060,-2578
740,-8162,-2644
638,-8050,-2712
624,-8090,-2746
626,-7998,-2478
598,-8052,-2504
658,-8142,-2608
706,-8068,-2502
690,-8062,-2652
740,-8036,-2640
764,-8126,-2828
684,-8132,-2720
646,-8036,-2542
722,-7978,-2528
770,-8120,-2726
768,-8046,-2736
612,-8064,-2500
620,-8082,-2572
696,-8038,-2876
748,-8038,-2698
728,-8064,-2684
608,-8138,-2620
648,-8098,-2600
680,-7990,-2608
656,-7960,-2598
640,-8040,-2564
630,-7984,-2638
672,-7990,-2656
674,-8058,-2698
604,-8114,-2634
612,-8024,-2530
770,-8072,-2500
702,-8058,-2852
694,-8054,-2898
634,-8020,-2712
628,-8098,-2472
732,-8028,-2566
740,-8022,-2660
648,-8066,-2898
630,-8152,-2656
628,-8122,-2458
642,-8030,-2582
596,-7992,-2700
570,-8000,-2742
584,-8086,-2608
760,-8098,-2676
736,-8062,-2682
776,-8138,-2692
670,-7944,-2662
616,-8014,-2618
756,-8016,-2676
682,-8086,-2642
690,-8010,-2740
718,-8046,-2792
688,-8066,-2682
634,-8058,-2760
708,-8068,-2730
720,-8064,-2626
596,-8062,-2542
536,-8044,-2672
690,-8038,-2722
610,-8078,-2686
636,-8076,-2636
714,-8012,-2470
672,-8076,-2636
640,-8092,-2938
722,-8098,-2862
646,-8010,-2600
676,-8010,-2672
684,-8030,-2814
638,-8026,-2528
632,-7998,-2628
676,-8014,-2766
730,-8096,-2686
648,-8022,-2740
668,-8068,-2678
654,-8014,-2602
634,-8080,-2642
650,-8052,-2696
632,-8008,-2836
750,-8078,-2526
576,-8026,-2462
566,-8072,-2646
654,-7964,-2736
622,-8006,-2760
722,-8054,-2698
608,-8090,-2634
644,-8118,-2688
668,-7986,-2648
534,-7976,-2666
688,-8094,-2758
548,-8108,-2650
572,-8094,-2456
666,-8078,-2712
682,-8022,-2518
542,-8004,-2632
608,-8044,-2908
620,-8144,-2836
652,-8114,-2632
602,-7994,-2538
620,-8030,-2692
648,-8078,-2698
540,-8122,-2706
562,-8080,-2620
600,-8062,-2652
696,-7996,-2634
574,-8050,-2588
552,-8076,-2702
610,-8086,-2628
784,-8056,-2652
654,-8074,-2608
682,-8090,-2668
704,-8084,-2644
668,-8008,-2608
604,-7994,-2642
570,-8052,-2782
622,-8056,-2720
548,-8104,-2660
588,-8096,-2550
666,-8112,-2610
608,-7996,-2634
576,-8124,-2658
584,-8152,-2614
654,-8026,-2648
592,-8004,-2598
608,-8058,-2830
614,-8112,-2550
714,-8090,-2538
664,-8070,-2706
646,-8090,-2892
652,-8064,-2720
772,-7950,-2566
728,-8040,-2584
578,-8100,-2740
630,-8104,-2948
818,-8002,-2700
636,-8012,-2456
570,-8070,-2550
580,-8082,-2550
622,-8080,-2676
696,-8060,-2650
708,-8044,-2694
648,-8024,-2470
602,-8126,-2426
592,-8088,-2750
698,-8016,-2892
652,-8020,-2666
590,-8042,-2352
644,-7984,-2476
624,-8162,-2860
704,-8110,-2862
596,-8040,-2480
732,-8044,-2618
652,-8032,-2814
548,-8054,-2476
564,-7992,-2442
550,-8130,-2604
700,-8166,-2724
626,-8122,-2732
566,-8104,-2538
752,-8036,-2572
710,-8104,-2720
606,-8018,-2630
600,-8062,-2760
722,-8030,-2794
770,-8076,-2628
576,-8072,-2492
560,-8000,-2532
568,-8036,-2752
542,-8122,-2816
690,-7984,-2680
696,-8060,-2460
670,-8092,-2420
598,-8126,-2812
706,-8148,-2890
706,-8044,-2654
642,-7980,-2556
564,-8024,-2590
558,-8092,-2666
676,-8106,-2664
622,-8062,-2628
682,-8038,-2786
628,-8060,-2810
656,-8076,-2764
588,-8114,-2572
650,-8018,-2476
516,-8046,-2662
590,-8118,-2662
624,-8106,-2652
626,-7998,-2594
658,-7994,-2648
754,-8050,-2842
654,-8098,-2654
628,-8066,-2490
694,-8052,-2698
674,-8046,-2768
572,-8078,-2652
568,-8076,-2476
618,-8024,-2508
528,-8106,-2762
640,-8122,-2818
652,-8086,-2576
566,-8082,-2478
538,-8054,-2516
664,-8082,-2758
634,-8006,-2508
484,-8092,-2542
790,-8122,-2730
728,-8058,-2828
622,-8006,-2692
506,-8112,-2578
640,-8056,-2638
688,-7958,-2682
626,-8102,-2790
672,-8144,-2724
600,-8076,-2492
604,-7980,-2500
480,-8070,-2670
520,-8002,-2724
612,-8078,-2666
648,-8018,-2538
702,-8090,-2748
678,-8060,-2710
634,-7932,-2798
718,-8022,-2780
748,-8080,-2598
604,-8042,-2692
602,-8062,-2796
552,-8034,-2754
578,-8040,-2580
566,-8026,-2552
566,-8104,-2548
580,-8046,-2576
728,-8088,-2608
650,-8094,-2858
696,-8052,-2580
602,-8040,-2526
670,-8112,-2714
514,-8052,-2594
530,-8102,-2720
610,-7964,-2636
586,-8016,-2586
588,-8092,-2546
634,-8024,-2598
688,-8022,-2770
720,-8036,-2780
698,-8070,-2564
636,-8084,-2710
646,-8032,-2730
582,-7996,-2630
652,-8032,-2610
608,-8112,-2558
688,-8064,-2584
658,-8038,-2682
702,-8058,-2980
624,-7988,-2828
702,-8082,-2554
610,-8130,-2498
590,-8162,-2518
574,-8084,-2554
606,-8034,-2732
584,-7972,-2830
674,-8104,-2684
612,-8084,-2490
662,-8030,-2600
668,-8082,-2630
740,-8060,-2756
636,-8088,-2636
574,-8058,-2626
546,-8020,-2702
664,-8016,-2676
622,-8070,-2432
626,-8090,-2692
704,-8054,-2880
676,-8002,-2602
664,-8020,-2516
744,-8040,-2664
658,-8114,-2646
572,-8120,-2502
664,-8020,-2538
598,-8052,-2718
554,-8102,-2712
624,-7924,-2542
698,-8046,-2634
696,-8140,-2606
710,-8106,-2680
710,-8054,-2646
724,-7990,-2770
652,-7960,-2630
648,-8090,-2576
676,-8062,-2440
558,-8112,-2742
464,-8100,-2640
596,-8098,-2730
554,-8070,-2542
560,-8074,-2476
668,-8022,-2506
554,-8068,-2646
622,-8132,-2616
770,-8028,-2604
730,-8054,-2486
756,-8074,-2682
612,-8050,-2576
576,-8056,-2504
592,-8016,-2758
590,-8054,-2706
608,-8090,-2620
578,-8048,-2484
754,-8026,-2584
646,-8070,-2582
622,-8066,-2704
590,-8068,-2710
580,-8092,-2730
612,-8042,-2750
672,-8032,-2390
620,-8056,-2388
614,-8142,-2530
670,-8132,-2838
766,-8046,-2938
714,-8030,-2890
656,-8150,-2676
520,-8066,-2434
598,-8032,-2502
636,-8046,-2734
590,-8068,-2764
580,-8202,-2704
616,-8070,-2612
762,-8002,-2576
712,-7982,-2600
592,-8132,-2540
480,-8096,-2458
650,-8060,-2692
692,-7974,-2874
688,-8074,-2714
674,-8142,-2606
706,-8088,-2556
684,-8054,-2634
638,-8016,-2814
688,-8040,-2650
648,-8030,-2666
566,-8094,-2604
634,-8042,-2568
698,-8030,-2664
646,-8090,-2842
606,-8078,-2604
586,-8022,-2474
630,-8020,-2508
602,-8066,-2710
682,-8162,-2818
730,-8104,-2640
616,-7990,-2494
638,-8032,-2782
662,-8078,-2878
548,-8110,-2616
542,-8030,-2544
558,-7974,-2608
652,-8072,-2732
560,-8102,-2634
470,-8038,-2424
604,-8006,-2570
646,-8060,-2550
706,-8048,-2598
688,-8114,-2664
698,-8114,-2838
734,-8082,-2704
656,-8024,-2420
590,-7946,-2596
662,-8084,-2608
668,-8122,-2688
628,-8048,-2634
566,-8038,-2702
646,-7996,-2480
626,-8052,-2388
564,-8072,-2718
590,-8072,-2746
628,-7990,-2616
608,-7968,-2502
586,-8142,-2644
586,-8174,-2666
548,-8012,-2542
634,-8002,-2602
746,-8040,-2618
640,-8086,-2552
584,-8076,-2706
560,-8082,-2670
504,-8074,-2636
580,-8024,-2634
672,-8082,-2542
572,-8114,-2472
570,-8116,-2586
578,-8034,-2734
690,-8074,-2618
554,-8052,-2648
632,-8024,-2552
606,-8144,-2652
576,-8050,-2458
582,-8028,-2588
726,-8112,-2736
566,-8088,-2626
548,-8076,-2430
584,-7956,-2460
624,-8022,-2768
630,-8122,-2746
552,-8072,-2458
640,-7968,-2558
626,-8102,-2738
620,-8086,-2638
560,-8088,-2412
544,-8054,-2652
582,-8040,-2754
456,-8076,-2522
480,-8050,-2422
570,-8058,-2668
692,-8038,-2754
670,-8062,-2778
690,-8166,-2540
620,-8038,-2576
592,-8030,-2870
602,-8010,-2690
556,-8110,-2352
578,-8116,-2442
614,-8064,-2610
628,-8030,-2700
682,-8038,-2622
540,-8052,-2614
638,-8008,-2600
592,-8058,-2538
596,-7996,-2666
632,-8038,-2716
720,-8106,-2758
650,-8072,-2668
608,-8012,-2668
692,-8078,-2578
548,-8062,-2522
480,-8098,-2392
542,-7960,-2508
634,-8034,-2670
568,-8082,-2684
640,-8058,-2504
608,-7990,-2426
656,-8060,-2486
626,-7998,-2566
672,-8056,-2806
656,-8084,-2682
672,-8064,-2548
702,-8082,-2660
778,-8082,-2704
686,-8042,-2670
608,-8060,-2688
742,-8062,-2584
664,-8050,-2564
620,-8092,-2882
554,-8100,-2740
624,-8016,-2474
522,-7996,-2416
640,-8102,-2650
720,-8114,-2574
602,-8066,-2586
684,-8030,-2878
814,-8070,-2870
704,-8094,-2576
574,-8048,-2456
606,-8074,-2558
670,-8022,-2776
656,-8036,-2920
624,-8086,-2756
602,-8128,-2468
648,-7990,-2480
620,-8002,-2740
686,-8148,-2768
648,-8064,-2538
670,-8038,-2584
724,-8082,-2734
758,-8110,-2608
640,-8126,-2494
598,-8084,-2600
618,-8092,-2572
602,-7990,-2626
560,-8012,-2600
682,-8118,-2796
678,-8120,-2548
678,-8066,-2368
710,-8074,-2744
632,-8098,-2792
612,-8078,-2576
658,-8050,-2630
578,-8070,-2678
430,-8114,-2394
462,-8044,-2506
608,-8062,-2680
764,-8118,-2740
648,-8072,-2574
602,-8056,-2662
724,-8068,-2848
736,-8096,-2688
544,-8018,-2524
558,-8032,-2560
594,-8044,-2666
640,-8060,-2626
592,-8026,-2626
692,-8144,-2760
730,-8140,-2734
734,-8082,-2616
572,-8056,-2524
542,-8102,-2546
592,-8036,-2438
604,-7988,-2648
624,-8084,-2890
664,-8244,-2608
742,-8228,-2774
636,-8332,-2734
758,-8224,-2592
308,-8234,-2860
616,-8350,-2612
332,-8394,-2482
336,-8516,-2726
158,-8656,-3742
206,-8596,-2628
700,-7860,-2642
238,-8362,-2430
28,-8522,-2054
252,-8512,-1948
878,-8342,-1540
1048,-7962,-594
964,-8084,-296
1100,-7852,-254
1728,-7628,90
1778,-7504,410
1908,-7118,114
2158,-6466,562
2258,-6064,906
2092,-6202,952
2050,-6218,812
1558,-6168,1506
1030,-5678,2476
1270,-4848,3054
474,-4778,3774
-1060,-3212,6774
920,-4790,8318
-794,-3178,10496
1026,-3330,7716
1232,-3570,4486
1698,-3880,2458
1106,-2992,4890
1524,-2628,7690
1098,-3064,7326
1232,-2372,5512
1222,-2404,5034
1090,-1736,5826
1072,-962,6640
866,-56,6898
1104,-1580,6318
966,-536,6186
1396,-18,6212
1856,374,5510
2110,586,5512
2948,312,4994
2480,40,5830
3060,418,7476
3026,1304,7060
3168,1972,6256
4532,1814,5628
4650,1488,5826
4280,1916,7478
3770,3266,7780
2670,3582,7446
2470,4696,6922
2652,3772,7122
3404,4064,8342
3404,4458,7344
2562,4336,5058
2978,3816,3502
3402,3752,3902
3606,4198,4800
3282,5152,6098
3292,6056,6464
2860,5746,6536
3284,5336,6332
2592,5404,6224
3152,5336,4674
3466,5608,4234
3172,5376,4664
3078,5164,4818
3502,4770,4582
3154,5448,4754
3006,5496,4858
3384,5374,4054
3846,5240,4150
3642,5260,3874
3318,5294,4354
3396,5362,4734
3564,5266,4396
3966,5152,3882
4076,5280,4246
3670,5190,4232
3296,5124,3990
3398,5264,4060
3516,5356,4042
3542,5348,4542
3466,5282,4278
3640,5286,4020
3676,5310,4072
3710,5442,4284
3654,5342,4216
3540,5304,4000
3610,5422,4122
3732,5448,4096
4014,5392,4258
3760,5364,3902
3542,5328,4060
3612,5412,4270
3860,5314,4078
3954,5254,4118
3714,5192,3966
3698,5218,3958
3768,5346,4216
3816,5290,4144
3918,5336,4040
3844,5258,3932
3774,5332,4002
3788,5316,4146
3804,5292,4094
3840,5292,4052
3772,5376,4058
3926,5386,4088
3948,5302,4040
3870,5302,3996
