ax,ay,az
566,-268,7006
646,-764,6230
-150,-604,7632
-680,-482,8382
-882,-568,8060
-932,-372,7712
-568,-12,7116
-266,194,6548
-190,244,6216
-302,342,5716
-278,354,5602
-206,336,5858
32,500,6202
86,366,6356
138,282,6360
114,134,6600
22,218,6690
-72,38,6724
-64,172,6826
-290,126,6904
-252,126,6952
-222,148,7014
-130,84,7060
-242,146,7044
-402,118,6972
-436,58,6958
-298,168,6980
-236,108,7070
-382,162,6810
-332,132,6844
-236,136,6848
-162,96,6936
-190,166,6894
-296,70,6858
-432,160,6874
-290,54,6880
-204,114,7006
-290,72,7002
-426,78,6944
-436,86,6968
-372,72,6980
-434,108,7024
-356,146,7130
-572,112,6988
-498,162,6832
-522,24,6900
-124,32,6604
-696,-40,6944
-676,290,6994
-788,108,6828
-758,128,6998
-632,66,6984
-776,78,7026
-814,46,6970
-1080,42,7090
-1300,132,7058
-1618,162,7020
-1634,226,7000
-1754,232,6760
-1904,96,6840
-2292,390,6212
-3090,304,6480
-3388,142,6618
-3778,244,6136
-3906,544,5652
-4240,430,5658
-4548,330,5184
-4812,360,5070
-5318,368,4238
-5336,428,3852
-5366,480,3516
-5068,570,3180
-4982,490,2564
-4538,640,2292
-3948,662,1790
-3298,66,668
-3304,580,1466
-2754,-694,568
-3408,-1046,886
-14946,-19014,2636
-3488,-6140,8912
-4242,-182,4646
-7826,-708,522
-8122,860,3716
-6798,122,2128
-5846,18,1696
-5658,-248,1588
-5382,-1034,2024
-6096,-1228,2138
-6688,-1434,2000
-7056,-1078,2364
-6950,-798,2836
-6590,-624,3066
-6318,-682,3290
-6568,-762,3260
-6854,-512,3162
-6830,-444,3110
-6912,-68,3562
-6500,78,3834
-6620,34,4042
-5670,40,4198
-5712,-20,4524
-5266,184,4460
-4690,640,3992
-4768,684,4564
-4620,534,4880
-4094,698,5138
-3840,472,5260
-3676,506,5690
-3540,474,5890
-3324,506,6050
-2998,552,6306
-2808,540,6290
-2534,598,6600
-2022,696,6746
-1384,712,6800
-1076,808,6776
-862,876,6636
-754,988,6490
-566,1030,6630
692,748,7240
-942,1440,6820
-556,714,7248
350,626,7394
172,1316,6426
-346,1392,6126
-204,1290,5622
452,1490,5970
636,1246,6696
1068,1128,7352
1352,986,7382
3184,1258,6110
1584,1678,5790
2230,672,6266
2754,1072,6390
3494,1666,6300
2562,1492,5064
2126,1362,6120
2772,1342,7222
2956,1550,7758
3360,1864,7502
3376,2022,6796
4032,1826,5748
4454,1554,5252
4160,1444,5298
4012,1488,5580
3818,1432,5934
3572,1340,6194
3734,1328,6176
3880,1246,5340
3596,2094,5842
3930,2120,6968
4908,2442,6260
4546,2728,6632
4318,2636,6658
4436,2470,6142
4742,2102,5634
4780,1998,5074
4738,2068,4728
4720,2190,4258
4156,2072,3582
3484,1950,3162
3192,1302,2056
2428,1502,1282
2090,1012,60
776,240,618
11388,3900,10224
8114,5102,13596
5002,2242,7110
4094,3082,7964
2800,5082,10188
3998,4426,8446
5878,4530,6364
6478,3724,4662
5782,3262,4384
5802,3772,3848
5822,3710,3400
5524,3874,1958
5520,3390,2784
5306,3258,3250
5022,3230,3706
4828,3000,3866
4810,2726,4078
4920,2240,4290
4986,2226,4388
5042,2366,4702
5134,2476,4774
5418,2600,4910
5442,2728,5144
5410,2704,5410
5248,2790,5346
4952,2526,5258
4628,2254,5382
4558,2460,5506
4532,2490,5454
4558,2198,5286
4620,2214,5208
4620,2278,5384
4706,2412,5558
4646,2280,5476
4502,2298,5498
4496,2314,5396
4460,2388,5472
4560,2362,5434
4568,2296,5550
4576,2380,5500
4556,2288,5530
4486,2324,5566
4644,2374,5650
4582,2404,5652
4636,2398,5734
4606,2448,5778
4774,2402,5638
4844,2522,5592
4992,2524,5648
4866,2426,5484
4800,2318,5490
4840,2372,5488
4836,2320,5342
4776,2190,5042
4472,2042,4716
4440,2080,4462
4284,2052,4268
4302,2006,4026
3940,1864,3152
2210,1458,1270
208,370,-1244
112,210,-698
828,434,1516
-12466,32734,-19338
14238,-1806,5124
7746,276,5668
7090,3072,8378
2722,8068,2464
5258,4820,5668
6402,4358,4032
7222,3886,3350
6734,3838,2772
5984,3498,3028
5126,3466,3288
4916,3214,3808
4922,2996,4454
4870,2588,4702
4862,2290,4814
4956,2154,4770
5230,2082,4960
4290,1636,4840
5258,2222,5046
5144,2272,5086
5120,2372,5364
4698,2136,5436
4684,2086,5764
4028,2044,5460
4280,1948,5672
4078,1848,5664
4080,1784,6098
4262,1882,6518
4056,2088,6792
3964,1994,6412
3958,1914,6088
3822,1632,5666
3446,1482,5856
3264,1686,6070
3284,1462,5740
3572,1254,5534
3620,1250,5378
3666,1174,5290
3940,1390,5414
4268,1462,5560
4240,1460,5898
4256,1450,6198
4458,1412,6216
4684,1290,6262
4520,1278,6450
4442,1178,6396
4664,1078,6134
4726,1004,6042
4642,1158,5976
4622,1132,5798
4644,1166,5742
4642,1232,5614
4556,1168,5570
4694,1114,5252
4750,1010,4956
4612,1168,5136
4846,1256,5206
4966,1234,5166
4826,1240,4998
4774,1222,5008
4984,1336,5150
5068,1358,5574
5082,1318,5514
5056,1236,5370
4988,1248,5230
4766,1226,4854
4874,1130,4592
4274,1342,3432
3688,1330,1916
2392,1430,1182
2346,1346,1068
2800,666,2792
5522,1666,6126
2304,-2188,10480
7904,1236,5900
7046,1032,6468
5240,2288,8594
4576,2408,7928
5008,2382,6086
6070,2354,4908
6792,2464,4568
7458,2196,4016
7224,1886,4600
6396,1752,4796
5862,1498,5404
5572,1378,5314
5862,1518,5142
6300,1426,4886
6304,1342,4700
5698,1344,4840
5910,850,4318
5774,756,4500
5596,760,4898
5250,506,5144
4942,424,5322
4620,306,4992
4494,164,4842
4616,34,5124
4564,-226,5684
4508,-324,5888
4416,-302,5844
4450,-446,5780
4434,-330,5844
4322,-378,5998
4314,-406,6108
4260,-480,6140
4132,-512,6110
4044,-438,6006
4104,-348,5928
3962,-452,5934
3814,-432,5846
3950,-490,5904
4078,-468,6054
4202,-368,5992
4228,-474,5862
4000,-528,6000
3904,-588,5784
4036,-588,5942
4326,-414,6152
4336,-256,6308
4338,-310,6282
4358,-602,6000
3736,-498,6192
3124,-590,5956
2974,-372,6340
3784,-1336,4928
2660,-678,5980
2418,-466,6998
2382,-292,7320
2450,-268,7054
2364,-278,7032
2292,-430,6964
2190,-394,6946
1716,-108,7104
2060,292,7448
1540,272,7552
2044,-448,6758
2412,-606,6200
2122,-462,6536
1958,-198,7116
1968,-96,7444
2050,-328,7038
2240,-668,5736
1530,-386,6810
1518,-362,6924
1644,-432,7158
1098,-334,7350
1332,-306,7064
1168,-284,6678
964,-274,6814
890,-442,7116
890,-470,7012
906,-214,6414
776,-144,6296
792,4,6134
772,92,6400
304,14,5708
-120,-292,4792
226,298,3646
1352,-214,2728
534,-224,1048
620,822,970
-1016,-470,2688
3936,-1316,-450
-32768,8082,32767
-1732,-2696,774
-5766,3512,7130
-2930,208,7710
-3024,880,8368
-5842,-78,5926
-4444,1096,5308
-6116,862,4846
-6710,-266,4006
-6254,-576,3302
-6570,-116,3072
-6088,164,3458
-6250,-678,3264
-6016,-882,3650
-5348,-382,3782
-4148,-334,5402
-5678,-1956,5662
-5588,-428,5664
-5088,-1004,6058
-3066,-1822,5426
-1816,-1612,5512
-1930,-514,6006
-568,-1064,6440
-78,-1576,6228
-740,-1540,5796
-624,-1490,5764
-538,-1148,5832
-200,-960,6690
-206,-1234,6986
66,-1718,7364
638,-1350,6170
588,-1134,5904
362,-1088,7034
1012,-1364,7330
936,-1572,7572
1092,-1704,7000
1020,-1534,6458
1052,-1442,6246
1000,-1308,6254
1204,-1260,6722
1462,-1376,6754
1502,-1264,6346
1332,-1366,6254
1256,-1228,6550
1326,-1222,6672
1526,-772,6466
1176,-1360,6776
1440,-1584,6584
1516,-1566,6752
1514,-1448,6840
1644,-1316,6980
1854,-1366,6832
1776,-1480,6904
1828,-1390,6742
1980,-1830,6330
1778,-892,7084
1610,-1054,6912
1744,-1360,7482
2138,-1428,7156
2572,-1422,7228
1882,-1222,7136
2196,-1310,7030
2202,-1326,6730
2294,-1300,6204
2500,-1024,5892
2104,-1192,6040
2310,-996,5878
2566,-896,5908
1928,-866,4946
1720,-978,3190
2680,-928,2786
2394,-148,222
3980,-900,5376
7334,-402,2912
5924,-1568,3240
5592,590,1298
3052,-876,328
4380,1372,2226
13020,-18476,10978
6824,3534,4660
5692,768,6446
5078,1432,7094
5982,2,6110
6684,346,4604
7462,562,3950
8390,888,3752
8580,62,3712
7792,-802,3296
7790,-922,2978
7296,-634,4174
7194,-1688,4938
6314,-368,4738
6210,-520,4566
5474,-1420,4090
5686,-638,4162
5442,-606,4482
5696,-704,4910
5820,-948,5226
5524,-814,5334
4974,-960,5268
4508,-1164,5434
4064,-1210,5646
4212,-858,5530
3292,-1054,5914
3066,-920,5778
2934,-864,5824
2962,-992,6190
2334,-952,6408
2364,-916,6508
1354,-816,6552
2046,-1008,6528
2194,-1262,6612
2278,-1250,6866
1884,-1294,6856
1652,-1304,6752
1584,-1114,6622
1550,-1080,6866
1620,-1210,6988
1544,-1236,7078
1494,-1078,6942
1472,-970,6642
1314,-930,6456
994,-936,6272
3292,-990,8182
2420,-1410,6802
1792,-980,6612
1180,-1062,6602
1036,-1142,6892
902,-1172,6658
686,-1364,6262
702,-1368,6692
904,-1534,7232
1136,-1682,7198
664,-1696,6958
708,-1598,7144
560,-1490,7190
-422,-890,6868
460,-1632,6724
738,-1400,7000
518,-1188,6712
576,-1078,6556
772,-984,6816
528,-1142,7350
494,-1206,7568
686,-1118,7030
718,-1142,6510
774,-1246,6554
710,-1136,6816
842,-1052,7100
708,-1228,6960
600,-1070,6974
630,-1116,6822
796,-1112,6576
714,-1158,6824
678,-1294,7102
600,-1324,7336
686,-1346,6990
778,-1082,6694
750,-1244,7148
610,-1380,7944
676,-1446,8316
624,-1218,7768
1214,-1172,7612
1750,-1624,7738
3940,-1588,14782
-1334,-2144,15080
-684,392,13192
-556,-252,9140
1638,872,5580
2784,-210,4236
2858,-1160,4958
1064,-1596,6894
736,-1586,7956
894,-1200,7712
984,-1054,7146
1042,-1140,6842
1286,-958,6732
1202,-1018,6884
1282,-1020,6846
1064,-934,6890
996,-926,6938
974,-1038,6862
998,-1162,6718
944,-1266,6774
1122,-1204,6682
1056,-1070,6792
1114,-1046,6652
1238,-1070,6488
1274,-1140,6762
1264,-1256,7072
1144,-1438,7168
1030,-1288,7156
1176,-1106,7126
1150,-1160,6986
1166,-1222,6720
1108,-1196,6932
1110,-1030,6924
1162,-914,6964
1122,-1086,6900
1100,-1132,6666
1152,-1046,6716
1060,-1094,6948
1064,-1190,6902
1120,-1202,6926
1132,-1112,6738
1146,-1028,6692
1200,-1248,6752
1208,-1264,6910
1250,-1248,6928
1088,-1188,6814
1142,-1252,6710
1132,-1240,6802
1106,-1178,6870
1160,-1126,6934
1034,-1124,6814
1092,-1162,6872
1068,-1196,6798
936,-1284,6964
1044,-1286,7148
1222,-1266,7232
1142,-1316,7450
1036,-1438,7904
1338,-1642,8408
1288,-1238,7652
-6030,802,17166
-4430,-398,17896
-3400,1938,18042
-1808,-122,9864
1188,-442,3422
3982,-296,1954
2796,-1610,3716
1354,-1612,7494
540,-1678,9058
384,-1518,8410
1068,-1182,6950
1294,-958,6314
1262,-822,6254
1012,-794,6696
866,-790,6938
906,-840,6846
1056,-998,6654
1132,-1274,6554
1162,-1372,6732
990,-1408,6758
1030,-1276,6694
1148,-1056,6694
1178,-1132,6734
1182,-1164,6796
1194,-1074,6918
1094,-1150,6958
978,-1138,7104
1034,-1114,7056
1058,-1120,6996
974,-1096,7066
864,-1176,7036
930,-1030,7016
1052,-990,6830
1116,-992,6670
1158,-1172,6596
1332,-1314,6736
1262,-1278,6816
1330,-1270,6666
1416,-1052,6520
1426,-982,6318
1448,-986,6506
1298,-1154,6660
1234,-1278,6784
1462,-1238,6696
950,-1224,6936
1018,-1162,7168
942,-958,7304
832,-934,7484
996,-522,7238
504,-482,7416
-226,-48,7832
140,1726,7568
-198,-262,7394
1080,-1778,7304
1058,-1144,6944
940,-1104,6474
974,-710,6550
834,-544,6894
718,-610,7058
706,-484,7010
738,-536,6878
956,-624,6832
824,-772,6842
908,-636,6756
870,-548,6862
840,-598,6974
896,-576,7178
980,-710,7088
1122,-756,6900
1182,-686,6924
1050,-550,7074
1192,-584,7112
1238,-764,7068
1404,-674,7000
1292,-788,6758
1162,-812,6754
1108,-750,6786
1116,-624,6758
1166,-604,6718
1472,-796,6680
1408,-880,6612
1822,-1052,6730
1034,-1290,6978
1058,-1046,7264
932,-924,7004
1004,-860,6808
1124,-736,6794
1074,-662,6972
1042,-786,6914
1152,-806,6590
1258,-826,6792
1100,-814,6808
1238,-774,6916
1216,-808,6918
1134,-892,6902
1156,-804,7068
998,-842,7120
984,-756,7166
972,-844,7148
1076,-886,6996
1156,-740,7028
1182,-736,7256
1068,-872,7794
962,-928,8100
896,-1044,8194
1330,-808,7902
6496,4288,5978
370,-488,9590
142,-82,13486
-1450,248,11310
-574,954,8158
2692,-116,3378
2986,-1122,2498
1598,-1506,5874
1096,-1418,8706
952,-1366,8554
926,-1122,7586
1466,-996,6602
1456,-954,6618
1340,-928,6728
1164,-726,6984
1142,-634,6962
1130,-506,6880
1096,-718,6804
1172,-824,6682
1182,-894,6724
1182,-832,6810
1340,-770,6736
1346,-880,6854
1322,-980,6734
1440,-940,6678
1448,-1096,6812
1438,-1126,7020
1450,-1008,7044
1406,-958,6956
1320,-1040,6866
1204,-1066,6972
1274,-940,7078
1340,-1026,6924
1346,-1072,6908
1432,-1024,6770
1386,-1002,6930
1434,-402,6530
480,-1336,7348
1734,-1268,7024
1252,-1138,6882
1256,-1046,6774
1296,-1050,6878
1334,-910,6762
1338,-1064,6716
1304,-892,6780
1368,-768,6680
1386,-950,6626
1508,-1060,6786
1390,-1206,6980
1420,-1014,6776
1414,-1008,6678
1432,-998,6686
1456,-1098,6806
1504,-1150,6754
1472,-1116,6734
1336,-1122,6764
1348,-1004,6850
1214,-994,6744
1222,-882,6670
1034,-768,6746
898,-522,7288
1898,-1964,6974
2578,-1094,4774
2102,-1032,5100
1020,-332,5898
544,-474,7946
768,-668,7966
1562,-902,6620
1672,-1228,5962
1424,-1400,6496
1158,-1508,7264
1068,-1472,7472
1170,-1330,7302
1310,-1272,6850
1360,-1110,6818
1350,-1050,6844
1362,-994,6830
1360,-996,6916
1320,-1042,6864
1264,-1214,6884
1250,-1154,6828
1212,-1088,7048
1194,-1086,6924
1232,-1088,6910
1236,-1112,6818
1430,-1082,6722
1344,-1226,6794
1400,-1122,6960
1284,-1126,6904
1254,-1080,6780
1238,-1072,6780
1194,-1118,6910
1306,-1072,6816
1306,-1064,6676
1346,-1198,6746
1350,-1272,7016
1340,-1344,7000
1342,-1128,6770
1324,-972,6672
1342,-988,6846
1366,-1136,6828
1340,-1116,6812
1356,-1038,6658
1332,-1052,6656
1330,-1198,6716
1392,-1310,6668
1330,-1268,6726
1278,-1152,6726
1070,-974,6834
-1296,1406,10636
1498,-3108,6492
3836,-912,5292
2226,-1488,4292
1600,-920,5140
1246,-494,6234
912,-682,7832
1384,-1118,7384
1698,-1688,6158
1664,-1882,6144
1618,-1738,6798
1260,-1752,7212
1186,-1404,7418
1366,-1140,7194
1376,-1064,6710
1486,-1122,6594
1384,-1266,6930
1318,-1218,7134
1468,-1270,6908
1270,-1354,6886
1314,-1330,6824
1250,-1262,6980
1350,-1254,6986
1312,-1324,6944
1280,-1344,6876
1288,-1282,6804
1302,-1300,6794
1274,-1382,6776
1292,-1358,6810
1218,-1306,6826
1254,-1280,6676
1392,-1230,6776
1410,-1308,6694
1378,-1488,6824
1292,-1514,7030
1290,-1434,6896
1306,-1294,6772
1268,-1264,6834
1282,-1250,6978
1382,-1252,6888
1290,-1330,6720
1266,-1344,6888
1188,-1358,6966
1288,-1330,6922
1428,-1412,6762
1312,-1388,6712
1266,-1314,6762
1354,-1292,6796
1406,-1294,6600
1412,-1324,6722
1388,-1362,6654
1446,-1410,6614
1432,-1414,6400
1344,-1424,6412
1330,-1340,6430
1128,-1158,6644
2784,-1310,10872
2820,-2290,7020
3140,-2228,3590
3124,-1586,3996
2838,-1150,4924
1868,-340,5880
908,-564,7648
1184,-904,7784
1556,-1448,6328
1754,-1734,5788
1490,-1970,6404
1252,-1966,7190
996,-1886,7566
1246,-1652,7284
1434,-1536,6890
1600,-1502,6746
1514,-1510,6726
1470,-1462,6910
1412,-1368,6804
1336,-1364,6770
1364,-1372,6754
1342,-1380,6820
1262,-1458,6994
1222,-1498,7098
1272,-1564,6934
1340,-1566,6772
1268,-1474,6730
1286,-1394,6822
1312,-1334,6850
1336,-1418,6762
1330,-1378,6628
1254,-1352,6772
1240,-1372,6828
1354,-1400,6760
1492,-1536,6584
1434,-1682,6742
1378,-1602,6932
1356,-1466,6938
1316,-1468,6950
1310,-1460,6806
1310,-1462,6852
1260,-1310,6868
1202,-1298,6964
1216,-1330,6792
1262,-1314,6788
1336,-1364,6696
1294,-1476,6750
1420,-1596,6758
1516,-1614,6848
1486,-1750,6776
1446,-1574,6894
1284,-1570,6990
1264,-1524,6982
1236,-1500,6890
1210,-1384,6756
1270,-1284,6622
666,-4192,5002
1874,-1104,7042
1180,-1764,7398
1008,-1558,6938
1294,-1252,6720
1260,-1300,6846
1340,-1416,7050
1228,-1534,6886
1296,-1300,6836
1326,-1338,7132
1416,-1478,7358
-2652,-1722,-3484
740,-1886,7590
-434,-496,12074
-834,-1366,10390
620,-650,7622
1802,-486,6128
1838,-1190,5212
1584,-1980,5796
788,-1432,7954
662,-1160,8332
946,-1330,7422
1250,-1382,6720
1244,-1418,6686
1172,-1316,6794
1092,-1190,6718
1084,-1234,6746
1076,-1246,6604
1194,-1284,6596
1350,-1264,6446
1368,-1356,6440
1324,-1418,6676
1274,-1512,6940
1266,-1550,6898
1360,-1416,6566
1334,-1344,6506
1272,-1334,6778
1296,-1400,6822
1310,-1450,6860
1280,-1404,6758
1262,-1438,6978
1322,-1354,6776
1306,-1380,6778
1200,-1358,7022
1216,-1392,7126
1306,-1378,6880
1254,-1480,6736
1190,-1488,6808
1164,-1346,6836
1154,-1308,6746
1236,-1262,6534
1274,-1414,6694
1216,-1464,6852
1170,-1368,6882
1262,-1292,6702
1266,-1400,6710
1362,-1408,6760
1220,-1478,6904
1296,-1524,7026
1320,-1462,6986
1236,-1410,6854
1208,-1398,6880
5228,3676,17934
2502,-4104,3560
1856,-1432,6268
1092,-1600,7776
768,-1258,7210
1314,-1204,6516
1364,-1392,6496
1318,-1462,6982
1218,-1362,7074
1164,-1342,6956
1224,-1398,7106
1252,-1390,7114
1310,-1322,7176
-1510,-1298,2616
1678,-996,6346
-272,-62,11532
-414,-580,10368
634,-1342,8056
1930,-512,6272
1808,-982,5768
1290,-1788,5690
804,-1416,7178
646,-846,8188
1022,-1222,7502
1266,-1300,6862
1296,-1414,6762
1210,-1410,6932
1212,-1348,6808
1028,-1350,6758
1050,-1186,6584
1224,-1318,6640
1318,-1432,6500
1364,-1534,6426
1306,-1582,6690
1254,-1446,6866
1322,-1258,6658
1308,-1274,6462
1238,-1306,6616
1210,-1246,6740
1262,-1294,6868
1320,-1448,7018
1264,-1420,7056
1236,-1346,6960
1274,-1222,6820
1400,-1332,6790
1282,-1378,6938
1186,-1422,6954
1248,-1366,6900
1220,-1352,6864
1262,-1382,6890
1254,-1468,6828
1294,-1338,6642
1258,-1290,6686
1260,-1284,6760
1346,-1362,6838
1362,-1498,6730
1268,-1470,6762
1266,-1434,6818
1298,-1300,6784
1188,-1342,6884
1238,-1256,6908
1308,-1322,6960
1256,-1338,6902
1278,-1428,6812
1300,-1460,6764
1254,-1392,6772
1246,-1384,6900
1262,-1306,6908
1222,-1332,6876
1232,-1334,6706
1274,-1398,6662
1294,-1372,6772
1314,-1408,6968
1364,-1414,7010
1338,-1338,6918
1246,-1274,6888
1262,-1388,7118
1400,-1354,7204
1520,-1416,7004
1514,-1432,7102
-4820,-3422,-262
1100,-1124,8776
-780,150,12954
-758,-928,9780
1030,-466,6810
2312,-362,5162
1626,-1556,4838
1122,-1788,6788
896,-1418,8058
980,-1456,7700
1358,-1464,7042
1384,-1610,6762
1340,-1556,6576
1364,-1376,6656
1260,-1446,6508
1144,-1376,6560
1104,-1386,6594
1224,-1384,6482
1394,-1370,6404
1372,-1386,6390
1188,-1392,6690
1268,-1416,6820
1388,-1378,6706
1368,-1404,6580
1336,-1358,6746
1308,-1282,6944
1440,-1302,7008
1444,-1506,7008
1370,-1608,7100
1388,-1524,6984
1356,-1550,6976
1306,-1530,6856
1268,-1406,6930
1244,-1324,6748
1226,-1266,6594
1270,-1390,6750
1386,-1480,6710
1270,-1528,6706
1264,-1448,6670
1188,-1328,6698
1270,-1320,6800
1318,-1492,6790
1230,-1516,6774
1292,-1420,6898
1268,-1320,6804
1256,-1338,6824
1256,-1430,6986
1206,-1426,6836
1332,-1362,6770
1258,-1438,6900
1344,-1556,6842
1354,-1536,6800
1362,-1490,6734
1346,-1290,6774
1292,-1432,6786
1274,-1554,7050
1278,-1514,6934
1334,-1466,6770
1170,-1368,6766
1142,-1264,6934
1214,-1206,7010
1344,-1352,6802
1322,-1486,6778
1322,-1454,6976
1314,-1432,6942
1292,-1460,7040
1404,-1510,7098
1420,-1514,7062
1388,-1422,7058
-3736,2792,3386
812,-1618,7124
-620,-292,12284
-1342,-1584,11146
-24,-540,8858
1876,-574,5730
2650,-2000,2982
1268,-1828,6128
602,-920,8634
584,-1160,8078
1300,-1262,6824
1508,-1384,6486
1452,-1704,6452
1440,-1658,6760
1242,-1560,6692
1150,-1446,6684
1204,-1402,6458
1262,-1556,6608
1302,-1514,6606
1346,-1528,6546
1304,-1438,6590
1328,-1512,6626
1406,-1488,6732
1446,-1434,6774
1304,-1388,6826
1330,-1356,6766
1446,-1332,6780
1378,-1472,6962
1428,-1556,6976
1380,-1598,6894
1466,-1510,6846
1394,-1424,6814
1442,-1460,6826
1420,-1456,6842
1394,-1426,6888
1348,-1390,6848
1360,-1466,6884
1382,-1488,6842
1302,-1416,6848
1330,-1474,6704
1414,-1484,6766
1408,-1502,6780
1432,-1442,6704
1368,-1466,6752
1420,-1450,6752
1372,-1412,6716
1362,-1454,6560
1416,-1462,6528
1330,-1442,6800
1350,-1424,6722
1432,-1546,6758
1368,-1612,6918
1426,-1550,6928
1398,-1540,6798
1388,-1426,6980
1396,-1438,6854
1454,-1542,6854
1398,-1546,6782
1278,-1512,6798
1332,-1394,6814
1350,-1382,6760
1404,-1440,6706
1484,-1514,6878
1422,-1428,6812
1388,-1400,6742
1398,-1480,6896
1434,-1540,6824
1456,-1472,6806
1380,-1472,7002
1434,-1516,7082
1484,-1394,7060
1430,-1378,7084
1498,-1444,6984
-1844,-2238,6510
852,-1384,7536
150,-1072,10586
-356,-1412,10138
1116,-568,8100
1878,-768,5736
1866,-1338,4350
1764,-1532,6000
1102,-1424,8132
1196,-1520,7864
1342,-1524,7190
1628,-1464,6754
1614,-1584,6702
1492,-1662,6700
1404,-1516,6672
1326,-1448,6688
1194,-1338,6716
1214,-1348,6572
1330,-1336,6480
1320,-1308,6488
1340,-1438,6574
1450,-1482,6818
1430,-1534,6834
1406,-1444,6686
1368,-1342,6718
1384,-1310,6842
1422,-1288,6972
1484,-1456,7000
1494,-1516,6982
1544,-1540,6888
1476,-1384,6936
1446,-1370,6872
1402,-1378,6846
1472,-1476,6880
1336,-1384,6788
1342,-1352,6606
1304,-1278,6662
1422,-1386,6642
1392,-1372,6808
1448,-1418,6648
1508,-1468,6574
1624,-1502,6736
1490,-1424,6980
1632,-1370,7020
1724,-1500,7004
1724,-1478,6874
1728,-1494,7236
1626,-1450,7626
1500,-1548,7432
1930,-1232,7016
2068,-1116,6858
2318,-1124,6474
2752,-936,6856
3112,-1082,6492
3578,-970,6008
4064,-722,5382
4414,-808,5170
4822,-894,5338
4916,-1258,5536
5472,-1406,5162
6024,-1188,4552
6078,-880,4392
5968,-972,4628
6140,-940,4476
6092,-930,4240
6090,-260,4132
5866,-744,3032
5240,-814,2812
5008,-854,4052
4994,-1360,5356
14622,1328,-516
9024,-1744,-592
10018,-1662,-3492
10342,1038,-1844
8714,848,1780
6086,674,5730
4920,160,3216
4240,-1094,2154
4210,-1752,3374
4848,-1800,5804
5608,-1330,7280
5616,-1290,6508
6042,-1168,5104
6578,-1154,4390
7000,-1180,4130
6758,-1038,4122
6390,-850,4188
6150,-732,4380
5922,-684,4316
5876,-740,4698
5976,-860,4794
6062,-694,4878
6258,-542,5012
6164,-646,4768
6130,-766,4464
6098,-824,4308
6224,-744,4414
6258,-732,4674
6120,-862,4520
6150,-944,4588
6212,-938,4644
6164,-938,4826
6134,-904,4904
6146,-928,4866
6264,-886,4818
6232,-744,4602
6134,-828,4436
6096,-822,4488
6066,-822,4536
6152,-854,4604
6072,-1032,4694
6032,-922,4748
6018,-920,4600
6066,-898,4606
6042,-906,4886
6098,-848,4740
6056,-908,4492
6080,-900,4696
6160,-812,4862
6070,-810,4652
5960,-902,4690
6036,-978,4794
6082,-930,4790
6032,-992,4704
6136,-998,4826
6050,-928,4758
6014,-870,4674
6064,-904,4484
6066,-954,4572
6044,-826,4892
6012,-810,4762
6130,-860,4712
6066,-930,4752
6172,-960,4834
6178,-962,4878
6332,-866,4744
6230,-978,4668
6226,-950,4824
6148,-1028,4658
6064,-1002,4336
5982,-982,4302
6064,-790,4358
6096,-748,4434
5956,-802,4434
5954,-808,4398
5828,-826,4338
6180,-630,4694
-5898,2192,25458
7668,-1676,2104
8732,-1704,510
9136,-610,-534
7054,-596,2320
6660,-292,3912
5996,-250,4310
5430,-1240,3660
5194,-1860,4242
5510,-1808,5220
5750,-1400,6336
5680,-1090,6236
5784,-770,5534
6170,-654,4724
6226,-736,4310
6326,-882,4370
6222,-988,4600
6066,-906,4474
5834,-924,4490
5904,-854,4524
6048,-826,4874
6072,-964,5010
6132,-996,4954
6140,-994,4806
6124,-826,4666
6028,-784,4708
6026,-828,4560
6000,-878,4768
6094,-934,4650
6096,-1008,4722
6178,-1028,4688
6262,-916,4582
6086,-950,4524
6012,-898,4622
6110,-800,4722
6004,-852,4590
6106,-952,4520
6184,-892,4632
6190,-938,4788
6218,-798,4634
6140,-906,4612
6096,-994,4858
6146,-936,4860
6060,-822,4732
5994,-812,4640
6066,-922,4634
6138,-892,4596
6042,-840,4464
5928,-910,4666
6090,-914,4900
6210,-898,4824
6244,-972,4474
6202,-998,4592
6100,-898,4594
6148,-876,4802
6112,-912,4734
6086,-996,4586
6082,-1014,4656
6072,-940,4736
6106,-810,4548
6168,-838,4638
6092,-842,4714
6024,-880,4816
6088,-878,4718
6028,-852,4668
6014,-920,4740
6106,-844,4670
6156,-914,4650
6234,-894,4524
6178,-918,4440
6178,-1054,4422
6268,-1068,4558
6282,-1006,4624
6294,-974,4520
6160,-986,4510
6212,-1024,4498
6288,-1006,4644
6302,-830,4666
6240,-662,4730
6196,-592,4900
6184,-656,5120
6268,-940,5234
-5250,-1960,13256
12316,-812,8030
6192,-880,5608
4632,-1218,2150
6308,-322,3782
6274,-572,5042
6258,-1336,4408
6330,-1396,4212
6414,-1336,4674
6506,-1144,5122
6322,-1152,4760
6210,-870,4444
6070,-742,4584
5828,-630,4876
5694,-518,4764
5792,-662,4498
6002,-824,4524
6048,-1004,4632
6030,-1142,4564
6136,-1244,4490
6202,-1200,4414
6144,-1136,4470
6176,-988,4602
6074,-922,4732
6148,-866,4666
6072,-900,4700
6090,-906,4696
6186,-830,4918
6152,-940,4872
6132,-978,4790
6148,-1028,4666
6108,-1058,4692
6106,-1054,4714
6136,-1042,4580
5990,-1048,4472
